BRIN NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;ONDERWIJSTYPE VO;LEERWEG VMBO;VMBO SECTOR;AFDELING;EXAMENKANDIDATEN;GESLAAGDEN;GEZAKTEN;GEMIDDELD CIJFER SCHOOLEXAMEN;GEMIDDELD CIJFER CENTRAAL EXAMEN;GEMIDDELD CIJFER CIJFERLIJST
25CL;25CL00;RSG Stad en Esch;MEPPEL;Drenthe;VWO;;;Natuur en Techniek;5;5;0;6,9;,0;6,9
25CL;25CL00;RSG Stad en Esch;MEPPEL;Drenthe;VWO;;;Natuur en Techniek / Natuur en Gezondheid;34;34;0;7,0;,0;7,0
25CL;25CL01;RSG Stad en Esch, Beroepencoll;MEPPEL;Drenthe;VMBO;BL;Economie;EO;8;8;0;6,6;,0;6,6
25CL;25CL01;RSG Stad en Esch, Beroepencoll;MEPPEL;Drenthe;VMBO;BL;Economie;HBR;5;5;0;6,0;,0;6,1
25CL;25CL01;RSG Stad en Esch, Beroepencoll;MEPPEL;Drenthe;VMBO;BL;Techniek;BWI;4;4;0;6,2;,0;6,3
25CL;25CL01;RSG Stad en Esch, Beroepencoll;MEPPEL;Drenthe;VMBO;BL;Techniek;MTR;6;6;0;6,2;,0;6,3
25CL;25CL01;RSG Stad en Esch, Beroepencoll;MEPPEL;Drenthe;VMBO;BL;Techniek;PIE;1;1;0;6,4;,0;6,5
25CL;25CL01;RSG Stad en Esch, Beroepencoll;MEPPEL;Drenthe;VMBO;BL;Zorg & Welzijn;ZWE;15;15;0;6,4;,0;6,4
25CL;25CL01;RSG Stad en Esch, Beroepencoll;MEPPEL;Drenthe;VMBO;KL;Economie;EO;22;21;1;6,6;,0;6,6
25CL;25CL01;RSG Stad en Esch, Beroepencoll;MEPPEL;Drenthe;VMBO;KL;Economie;HBR;19;19;0;6,4;,0;6,5
25CL;25CL01;RSG Stad en Esch, Beroepencoll;MEPPEL;Drenthe;VMBO;KL;Techniek;BWI;8;8;0;6,5;,0;6,5
25CL;25CL01;RSG Stad en Esch, Beroepencoll;MEPPEL;Drenthe;VMBO;KL;Techniek;MTR;14;14;0;6,7;,0;6,7
25CL;25CL01;RSG Stad en Esch, Beroepencoll;MEPPEL;Drenthe;VMBO;KL;Techniek;PIE;4;4;0;6,9;,0;7,0
25CL;25CL01;RSG Stad en Esch, Beroepencoll;MEPPEL;Drenthe;VMBO;KL;Zorg & Welzijn;ZWE;32;31;1;6,5;,0;6,5
25CL;25CL03;RSG Stad en Esch Diever;WESTERVELD;Drenthe;HAVO;;;Cultuur en Maatschappij;5;4;1;6,4;,0;6,4
25CL;25CL03;RSG Stad en Esch Diever;WESTERVELD;Drenthe;HAVO;;;Economie en Maatschappij;7;7;0;6,8;,0;6,9
25CL;25CL03;RSG Stad en Esch Diever;WESTERVELD;Drenthe;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;2;2;0;6,4;,0;6,4
25CL;25CL03;RSG Stad en Esch Diever;WESTERVELD;Drenthe;HAVO;;;Natuur en Gezondheid;3;3;0;6,5;,0;6,6
25CL;25CL03;RSG Stad en Esch Diever;WESTERVELD;Drenthe;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;5;5;0;7,0;,0;7,0
25CL;25CL03;RSG Stad en Esch Diever;WESTERVELD;Drenthe;VMBO;TL;Economie;;6;6;0;6,2;,0;6,3
25CL;25CL03;RSG Stad en Esch Diever;WESTERVELD;Drenthe;VMBO;TL;Landbouw;;1;1;0;6,8;,0;7,0
25CL;25CL03;RSG Stad en Esch Diever;WESTERVELD;Drenthe;VMBO;TL;Techniek;;3;3;0;6,7;,0;6,7
25CL;25CL03;RSG Stad en Esch Diever;WESTERVELD;Drenthe;VMBO;TL;Zorg & Welzijn;;10;10;0;6,4;,0;6,5
25CL;25CL04;RSG Stad en Esch;MEPPEL;Drenthe;VMBO;BL;Economie;HBR;1;1;0;6,5;,0;6,4
25CL;25CL04;RSG Stad en Esch;MEPPEL;Drenthe;VMBO;KL;Economie;EO;1;1;0;6,6;,0;6,7
25CL;25CL04;RSG Stad en Esch;MEPPEL;Drenthe;VMBO;KL;Economie;HBR;1;0;1;6,1;,0;6,0
25CL;25CL04;RSG Stad en Esch;MEPPEL;Drenthe;VMBO;TL;Techniek;;4;4;0;6,7;,0;6,7
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;BL;Economie;EO;3;3;0;6,9;,0;6,9
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;BL;Intersect. programma;DP;15;15;0;6,6;,0;6,6
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;BL;Landbouw;G;4;4;0;6,8;,0;6,9
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;BL;Techniek;BWI;3;3;0;6,6;,0;6,8
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;BL;Techniek;MTR;9;9;0;6,6;,0;6,7
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;BL;Techniek;PIE;3;3;0;6,8;,0;6,8
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;BL;Zorg & Welzijn;ZWE;8;8;0;6,6;,0;6,7
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;GL;Economie;EO;20;19;1;6,5;,0;6,6
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;GL;Zorg & Welzijn;ZWE;17;17;0;6,7;,0;6,8
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;KL;Economie;EO;12;12;0;6,8;,0;6,8
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;KL;Intersect. programma;DP;27;27;0;6,6;,0;6,7
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;KL;Landbouw;G;5;5;0;6,7;,0;6,9
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;KL;Techniek;BWI;7;7;0;6,7;,0;6,7
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;KL;Techniek;MTR;15;15;0;6,6;,0;6,7
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;KL;Techniek;PIE;14;14;0;6,8;,0;6,8
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;KL;Zorg & Welzijn;ZWE;36;36;0;6,6;,0;6,7
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;TL;Economie;;28;28;0;6,5;,0;6,6
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;TL;Landbouw;;7;7;0;6,9;,0;7,0
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;TL;Techniek;;6;6;0;6,5;,0;6,6
25CM;25CM00;Chr SGM Liudger;SMALLINGERLAND;Friesland;VMBO;TL;Zorg & Welzijn;;20;20;0;6,5;,0;6,5
25CM;25CM04;Chr SGM Liudger;SMALLINGERLAND;Friesland;HAVO;;;Cultuur en Maatschappij;7;7;0;6,3;,0;6,4
25CM;25CM04;Chr SGM Liudger;SMALLINGERLAND;Friesland;HAVO;;;Economie en Maatschappij;46;46;0;6,3;,0;6,4
25CM;25CM04;Chr SGM Liudger;SMALLINGERLAND;Friesland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;19;18;1;6,7;,0;6,8
25CM;25CM04;Chr SGM Liudger;SMALLINGERLAND;Friesland;HAVO;;;Natuur en Gezondheid;23;22;1;6,3;,0;6,4
25CM;25CM04;Chr SGM Liudger;SMALLINGERLAND;Friesland;HAVO;;;Natuur en Techniek;14;13;1;6,4;,0;6,4
25CM;25CM04;Chr SGM Liudger;SMALLINGERLAND;Friesland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;15;15;0;6,6;,0;6,7
25CM;25CM04;Chr SGM Liudger;SMALLINGERLAND;Friesland;VWO;;;Cultuur en Maatschappij;7;7;0;7,0;,0;7,0
25CM;25CM04;Chr SGM Liudger;SMALLINGERLAND;Friesland;VWO;;;Economie en Maatschappij;7;6;1;6,5;,0;6,5
25CM;25CM04;Chr SGM Liudger;SMALLINGERLAND;Friesland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;30;29;1;6,8;,0;6,9
25CM;25CM04;Chr SGM Liudger;SMALLINGERLAND;Friesland;VWO;;;Natuur en Gezondheid;9;9;0;6,6;,0;6,7
25CM;25CM04;Chr SGM Liudger;SMALLINGERLAND;Friesland;VWO;;;Natuur en Techniek;9;9;0;6,5;,0;6,6
25CM;25CM04;Chr SGM Liudger;SMALLINGERLAND;Friesland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;27;26;1;7,1;,0;7,2
25CM;25CM07;Chr SGM Liudger;TYTSJERKSTERADIEL;Friesland;VMBO;GL;Intersect. programma;DP;4;4;0;6,1;,0;6,2
25CM;25CM07;Chr SGM Liudger;TYTSJERKSTERADIEL;Friesland;VMBO;GL;Zorg & Welzijn;ZWE;2;2;0;6,3;,0;6,4
25CM;25CM07;Chr SGM Liudger;TYTSJERKSTERADIEL;Friesland;VMBO;TL;Economie;;17;17;0;6,5;,0;6,6
25CM;25CM07;Chr SGM Liudger;TYTSJERKSTERADIEL;Friesland;VMBO;TL;Landbouw;;2;2;0;6,3;,0;6,3
25CM;25CM07;Chr SGM Liudger;TYTSJERKSTERADIEL;Friesland;VMBO;TL;Techniek;;18;18;0;6,4;,0;6,4
25CM;25CM07;Chr SGM Liudger;TYTSJERKSTERADIEL;Friesland;VMBO;TL;Zorg & Welzijn;;32;32;0;6,5;,0;6,6
25CM;25CM08;Chr SGM Liudger;OOSTSTELLINGWERF;Friesland;VMBO;TL;Economie;;18;18;0;6,4;,0;6,5
25CM;25CM08;Chr SGM Liudger;OOSTSTELLINGWERF;Friesland;VMBO;TL;Landbouw;;2;2;0;6,5;,0;6,5
25CM;25CM08;Chr SGM Liudger;OOSTSTELLINGWERF;Friesland;VMBO;TL;Techniek;;9;9;0;6,4;,0;6,4
25CM;25CM08;Chr SGM Liudger;OOSTSTELLINGWERF;Friesland;VMBO;TL;Zorg & Welzijn;;12;12;0;6,6;,0;6,6
25CM;25CM12;Chr SGM Liudger;TYTSJERKSTERADIEL;Friesland;HAVO;;;Cultuur en Maatschappij;12;12;0;6,6;,0;6,7
25CM;25CM12;Chr SGM Liudger;TYTSJERKSTERADIEL;Friesland;HAVO;;;Economie en Maatschappij;19;18;1;6,5;,0;6,6
25CM;25CM12;Chr SGM Liudger;TYTSJERKSTERADIEL;Friesland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;2;2;0;6,6;,0;6,7
25CM;25CM12;Chr SGM Liudger;TYTSJERKSTERADIEL;Friesland;HAVO;;;Natuur en Gezondheid;13;13;0;6,6;,0;6,7
25CM;25CM12;Chr SGM Liudger;TYTSJERKSTERADIEL;Friesland;HAVO;;;Natuur en Techniek;2;2;0;6,9;,0;7,0
25CM;25CM12;Chr SGM Liudger;TYTSJERKSTERADIEL;Friesland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;10;10;0;6,6;,0;6,6
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;HAVO;;;Cultuur en Maatschappij;36;34;2;6,7;,0;6,7
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;HAVO;;;Economie en Maatschappij;43;42;1;6,5;,0;6,5
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;1;0;6,0;,0;6,1
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;HAVO;;;Natuur en Gezondheid;58;57;1;6,5;,0;6,6
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;HAVO;;;Natuur en Techniek;4;4;0;6,7;,0;6,8
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;18;18;0;6,6;,0;6,6
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;VMBO;BL;Economie;EO;7;7;0;6,8;,0;6,8
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;VMBO;BL;Economie;HBR;9;9;0;6,4;,0;6,4
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;VMBO;BL;Techniek;BWI;8;8;0;6,8;,0;6,8
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;VMBO;BL;Techniek;PIE;4;4;0;6,4;,0;6,5
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;VMBO;BL;Zorg & Welzijn;ZWE;7;7;0;6,4;,0;6,5
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;VMBO;KL;Economie;EO;18;18;0;6,9;,0;6,9
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;VMBO;KL;Economie;HBR;9;9;0;6,7;,0;6,7
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;VMBO;KL;Techniek;BWI;8;8;0;6,5;,0;6,6
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;VMBO;KL;Techniek;PIE;10;10;0;6,6;,0;6,7
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;VMBO;KL;Zorg & Welzijn;ZWE;18;18;0;6,8;,0;6,8
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;VWO;;;Cultuur en Maatschappij;14;14;0;6,7;,0;6,7
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;VWO;;;Economie en Maatschappij;11;11;0;6,5;,0;6,6
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;1;0;6,8;,0;6,7
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;VWO;;;Natuur en Gezondheid;7;6;1;6,4;,0;6,5
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;VWO;;;Natuur en Techniek;11;11;0;6,5;,0;6,5
25CR;25CR00;csg Bogerman;SUDWEST-FRYSLAN;Friesland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;30;30;0;6,8;,0;6,9
25CR;25CR03;Bogerman SGM;SUDWEST-FRYSLAN;Friesland;VMBO;GL;Economie;EO;10;10;0;6,3;,0;6,4
25CR;25CR03;Bogerman SGM;SUDWEST-FRYSLAN;Friesland;VMBO;GL;Economie;HBR;5;5;0;6,6;,0;6,6
25CR;25CR03;Bogerman SGM;SUDWEST-FRYSLAN;Friesland;VMBO;GL;Techniek;PIE;10;10;0;6,9;,0;6,9
25CR;25CR03;Bogerman SGM;SUDWEST-FRYSLAN;Friesland;VMBO;GL;Zorg & Welzijn;ZWE;7;7;0;6,7;,0;6,8
25CR;25CR03;Bogerman SGM;SUDWEST-FRYSLAN;Friesland;VMBO;TL;Economie;;31;31;0;6,7;,0;6,7
25CR;25CR03;Bogerman SGM;SUDWEST-FRYSLAN;Friesland;VMBO;TL;Techniek;;14;14;0;6,7;,0;6,8
25CR;25CR03;Bogerman SGM;SUDWEST-FRYSLAN;Friesland;VMBO;TL;Zorg & Welzijn;;35;35;0;6,7;,0;6,8
25CR;25CR07;csg Bogerman Koudum;SUDWEST-FRYSLAN;Friesland;VMBO;TL;Economie;;13;13;0;6,3;,0;6,4
25CR;25CR07;csg Bogerman Koudum;SUDWEST-FRYSLAN;Friesland;VMBO;TL;Techniek;;7;7;0;6,7;,0;6,7
25CR;25CR07;csg Bogerman Koudum;SUDWEST-FRYSLAN;Friesland;VMBO;TL;Zorg & Welzijn;;11;11;0;6,4;,0;6,4
25CR;25CR10;csg Bogerman Balk;DE FRYSKE MARREN;Friesland;VMBO;BL;Intersect. programma;DP;2;2;0;6,3;,0;6,5
25CR;25CR10;csg Bogerman Balk;DE FRYSKE MARREN;Friesland;VMBO;BL;Zorg & Welzijn;ZWE;3;3;0;6,3;,0;6,4
25CR;25CR10;csg Bogerman Balk;DE FRYSKE MARREN;Friesland;VMBO;KL;Intersect. programma;DP;8;8;0;6,3;,0;6,3
25CR;25CR10;csg Bogerman Balk;DE FRYSKE MARREN;Friesland;VMBO;KL;Zorg & Welzijn;ZWE;4;4;0;6,7;,0;6,7
25CR;25CR10;csg Bogerman Balk;DE FRYSKE MARREN;Friesland;VMBO;TL;Economie;;11;11;0;6,4;,0;6,6
25CR;25CR10;csg Bogerman Balk;DE FRYSKE MARREN;Friesland;VMBO;TL;Landbouw;;3;3;0;7,0;,0;7,0
25CR;25CR10;csg Bogerman Balk;DE FRYSKE MARREN;Friesland;VMBO;TL;Techniek;;6;6;0;6,4;,0;6,5
25CR;25CR10;csg Bogerman Balk;DE FRYSKE MARREN;Friesland;VMBO;TL;Zorg & Welzijn;;17;17;0;6,7;,0;6,8
25CV;25CV00;Bornego College;HEERENVEEN;Friesland;HAVO;;;Cultuur en Maatschappij;16;16;0;6,7;,0;6,7
25CV;25CV00;Bornego College;HEERENVEEN;Friesland;HAVO;;;Economie en Maatschappij;83;83;0;6,7;,0;6,7
25CV;25CV00;Bornego College;HEERENVEEN;Friesland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;10;10;0;6,8;,0;6,9
25CV;25CV00;Bornego College;HEERENVEEN;Friesland;HAVO;;;Natuur en Gezondheid;29;29;0;6,6;,0;6,6
25CV;25CV00;Bornego College;HEERENVEEN;Friesland;HAVO;;;Natuur en Gezondheid / Economie en Maatschappij;1;1;0;6,7;,0;6,8
25CV;25CV00;Bornego College;HEERENVEEN;Friesland;HAVO;;;Natuur en Techniek;12;12;0;6,4;,0;6,4
25CV;25CV00;Bornego College;HEERENVEEN;Friesland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;13;13;0;6,8;,0;6,8
25CV;25CV00;Bornego College;HEERENVEEN;Friesland;VWO;;;Cultuur en Maatschappij;4;4;0;6,9;,0;6,9
25CV;25CV00;Bornego College;HEERENVEEN;Friesland;VWO;;;Economie en Maatschappij;14;14;0;6,7;,0;6,7
25CV;25CV00;Bornego College;HEERENVEEN;Friesland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;18;18;0;7,2;,0;7,3
25CV;25CV00;Bornego College;HEERENVEEN;Friesland;VWO;;;Natuur en Gezondheid;5;5;0;7,1;,0;7,2
25CV;25CV00;Bornego College;HEERENVEEN;Friesland;VWO;;;Natuur en Gezondheid / Economie en Maatschappij;1;1;0;7,0;,0;7,1
25CV;25CV00;Bornego College;HEERENVEEN;Friesland;VWO;;;Natuur en Techniek;7;7;0;6,9;,0;6,9
25CV;25CV00;Bornego College;HEERENVEEN;Friesland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;31;31;0;7,1;,0;7,2
25CV;25CV02;Bornego College VMBO;HEERENVEEN;Friesland;VMBO;BL;Economie;EO;5;5;0;6,4;,0;6,5
25CV;25CV02;Bornego College VMBO;HEERENVEEN;Friesland;VMBO;BL;Intersect. programma;DP;18;18;0;6,4;,0;6,4
25CV;25CV02;Bornego College VMBO;HEERENVEEN;Friesland;VMBO;KL;Economie;EO;22;22;0;6,3;,0;6,3
25CV;25CV02;Bornego College VMBO;HEERENVEEN;Friesland;VMBO;KL;Intersect. programma;DP;29;29;0;6,5;,0;6,6
25CV;25CV02;Bornego College VMBO;HEERENVEEN;Friesland;VMBO;TL;Economie;;37;35;2;6,5;,0;6,5
25CV;25CV02;Bornego College VMBO;HEERENVEEN;Friesland;VMBO;TL;Landbouw;;3;3;0;6,4;,0;6,5
25CV;25CV02;Bornego College VMBO;HEERENVEEN;Friesland;VMBO;TL;Techniek;;5;5;0;6,0;,0;6,1
25CV;25CV02;Bornego College VMBO;HEERENVEEN;Friesland;VMBO;TL;Zorg & Welzijn;;45;45;0;6,6;,0;6,6
25CV;25CV03;Bornego College vst. Joure;DE FRYSKE MARREN;Friesland;VMBO;TL;Economie;;20;20;0;6,6;,0;6,6
25CV;25CV03;Bornego College vst. Joure;DE FRYSKE MARREN;Friesland;VMBO;TL;Landbouw;;1;1;0;6,5;,0;6,6
25CV;25CV03;Bornego College vst. Joure;DE FRYSKE MARREN;Friesland;VMBO;TL;Techniek;;5;5;0;6,6;,0;6,6
25CV;25CV03;Bornego College vst. Joure;DE FRYSKE MARREN;Friesland;VMBO;TL;Zorg & Welzijn;;20;20;0;6,8;,0;6,8
25DA;25DA00;Atlas College;HOORN;Noord-Holland;HAVO;;;Cultuur en Maatschappij;15;15;0;6,4;,0;6,5
25DA;25DA00;Atlas College;HOORN;Noord-Holland;HAVO;;;Economie en Maatschappij;42;42;0;6,4;,0;6,5
25DA;25DA00;Atlas College;HOORN;Noord-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;4;4;0;6,7;,0;6,8
25DA;25DA00;Atlas College;HOORN;Noord-Holland;HAVO;;;Natuur en Gezondheid;21;21;0;6,5;,0;6,6
25DA;25DA00;Atlas College;HOORN;Noord-Holland;HAVO;;;Natuur en Techniek;6;6;0;6,5;,0;6,6
25DA;25DA00;Atlas College;HOORN;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;8;8;0;6,6;,0;6,7
25DA;25DA00;Atlas College;HOORN;Noord-Holland;VMBO;TL;Economie;;30;30;0;6,6;,0;6,6
25DA;25DA00;Atlas College;HOORN;Noord-Holland;VMBO;TL;Techniek;;14;14;0;6,5;,0;6,6
25DA;25DA00;Atlas College;HOORN;Noord-Holland;VMBO;TL;Zorg & Welzijn;;43;43;0;6,5;,0;6,6
25DA;25DA00;Atlas College;HOORN;Noord-Holland;VWO;;;Cultuur en Maatschappij;13;13;0;6,9;,0;7,0
25DA;25DA00;Atlas College;HOORN;Noord-Holland;VWO;;;Economie en Maatschappij;11;11;0;7,0;,0;7,0
25DA;25DA00;Atlas College;HOORN;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;1;1;0;8,6;,0;8,8
25DA;25DA00;Atlas College;HOORN;Noord-Holland;VWO;;;Natuur en Gezondheid;11;11;0;6,5;,0;6,6
25DA;25DA00;Atlas College;HOORN;Noord-Holland;VWO;;;Natuur en Techniek;11;11;0;7,0;,0;7,1
25DA;25DA00;Atlas College;HOORN;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;29;29;0;6,9;,0;7,0
25DA;25DA02;Atlas College;HOORN;Noord-Holland;HAVO;;;Cultuur en Maatschappij;17;17;0;6,5;,0;6,6
25DA;25DA02;Atlas College;HOORN;Noord-Holland;HAVO;;;Economie en Maatschappij;44;44;0;6,4;,0;6,5
25DA;25DA02;Atlas College;HOORN;Noord-Holland;HAVO;;;Economie en Maatschappij / Cultuur en Maatschappij;15;15;0;6,4;,0;6,4
25DA;25DA02;Atlas College;HOORN;Noord-Holland;HAVO;;;Natuur en Gezondheid;20;20;0;6,5;,0;6,6
25DA;25DA02;Atlas College;HOORN;Noord-Holland;HAVO;;;Natuur en Techniek;6;6;0;6,7;,0;6,7
25DA;25DA02;Atlas College;HOORN;Noord-Holland;HAVO;;;Natuur en Techniek / Natuur en Gezondheid;19;19;0;6,5;,0;6,6
25DA;25DA02;Atlas College;HOORN;Noord-Holland;VMBO;TL;Economie;;61;61;0;6,4;,0;6,4
25DA;25DA02;Atlas College;HOORN;Noord-Holland;VMBO;TL;Landbouw;;1;1;0;6,6;,0;6,6
25DA;25DA02;Atlas College;HOORN;Noord-Holland;VMBO;TL;Techniek;;17;17;0;6,4;,0;6,5
25DA;25DA02;Atlas College;HOORN;Noord-Holland;VMBO;TL;Zorg & Welzijn;;33;33;0;6,5;,0;6,6
25DA;25DA02;Atlas College;HOORN;Noord-Holland;VWO;;;Cultuur en Maatschappij;6;6;0;6,7;,0;6,8
25DA;25DA02;Atlas College;HOORN;Noord-Holland;VWO;;;Economie en Maatschappij;10;10;0;6,8;,0;6,9
25DA;25DA02;Atlas College;HOORN;Noord-Holland;VWO;;;Economie en Maatschappij / Cultuur en Maatschappij;7;7;0;7,0;,0;7,1
25DA;25DA02;Atlas College;HOORN;Noord-Holland;VWO;;;Natuur en Gezondheid;4;4;0;6,6;,0;6,8
25DA;25DA02;Atlas College;HOORN;Noord-Holland;VWO;;;Natuur en Techniek;2;2;0;6,9;,0;7,0
25DA;25DA02;Atlas College;HOORN;Noord-Holland;VWO;;;Natuur en Techniek / Natuur en Gezondheid;14;14;0;7,0;,0;7,1
25DA;25DA04;Atlas College;MEDEMBLIK;Noord-Holland;VMBO;BL;Economie;EO;15;15;0;6,2;,0;6,3
25DA;25DA04;Atlas College;MEDEMBLIK;Noord-Holland;VMBO;KL;Economie;EO;14;14;0;6,6;,0;6,8
25DA;25DA04;Atlas College;MEDEMBLIK;Noord-Holland;VMBO;TL;Economie;;17;17;0;6,7;,0;6,7
25DA;25DA04;Atlas College;MEDEMBLIK;Noord-Holland;VMBO;TL;Techniek;;8;8;0;6,7;,0;6,8
25DA;25DA04;Atlas College;MEDEMBLIK;Noord-Holland;VMBO;TL;Zorg & Welzijn;;10;10;0;6,5;,0;6,6
25DA;25DA08;Atlas College;HOORN;Noord-Holland;VMBO;BL;Intersect. programma;DP;29;29;0;6,4;,0;6,4
25DA;25DA08;Atlas College;HOORN;Noord-Holland;VMBO;KL;Economie;HBR;1;1;0;7,3;,0;7,3
25DA;25DA08;Atlas College;HOORN;Noord-Holland;VMBO;KL;Intersect. programma;DP;94;94;0;6,6;,0;6,7
25DA;25DA08;Atlas College;HOORN;Noord-Holland;VMBO;TL;Economie;;36;35;1;6,5;,0;6,6
25DA;25DA08;Atlas College;HOORN;Noord-Holland;VMBO;TL;Techniek;;19;19;0;6,8;,0;6,8
25DA;25DA08;Atlas College;HOORN;Noord-Holland;VMBO;TL;Zorg & Welzijn;;25;25;0;6,7;,0;6,7
25DA;25DA09;Atlas College;EDAM-VOLENDAM;Noord-Holland;VMBO;BL;Techniek;BWI;10;10;0;6,4;,0;6,5
25DA;25DA09;Atlas College;EDAM-VOLENDAM;Noord-Holland;VMBO;BL;Techniek;PIE;8;8;0;6,6;,0;6,7
25DA;25DA09;Atlas College;EDAM-VOLENDAM;Noord-Holland;VMBO;GL;Techniek;BWI;17;17;0;7,1;,0;7,2
25DA;25DA09;Atlas College;EDAM-VOLENDAM;Noord-Holland;VMBO;GL;Techniek;PIE;15;15;0;7,1;,0;7,1
25DA;25DA09;Atlas College;EDAM-VOLENDAM;Noord-Holland;VMBO;KL;Techniek;BWI;24;24;0;6,6;,0;6,7
25DA;25DA09;Atlas College;EDAM-VOLENDAM;Noord-Holland;VMBO;KL;Techniek;PIE;15;15;0;6,7;,0;6,7
25DA;25DA09;Atlas College;EDAM-VOLENDAM;Noord-Holland;VMBO;TL;Techniek;;7;7;0;7,3;,0;7,3
25EF;25EF01;Locatie vmbo Alkmaar;ALKMAAR;Noord-Holland;VMBO;BL;Landbouw;G;24;24;0;6,8;,0;6,9
25EF;25EF01;Locatie vmbo Alkmaar;ALKMAAR;Noord-Holland;VMBO;GL;Landbouw;G;24;24;0;6,9;,0;7,0
25EF;25EF01;Locatie vmbo Alkmaar;ALKMAAR;Noord-Holland;VMBO;KL;Landbouw;G;32;32;0;6,8;,0;6,8
25EF;25EF02;Locatie vmbo Castricum;CASTRICUM;Noord-Holland;VMBO;BL;Landbouw;G;56;56;0;6,7;,0;6,7
